date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:02:40	678413/678413	---M--	200	added ('OK')	image/jpeg	etag:CLziwejIjooDEAE=	https://images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/1733330906444-EMIDMLOW8YD1KQM86EGZ/unsplash-image-nXt5HtLmlgE.jpg	C:/My%20Web%20Sites/hello/images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/1733330906444-EMIDMLOW8YD1KQM86EGZ/unsplash-image-nXt5HtLmlgE.jpg	(from https://www.pentecostal.thelukedavis.com/history)
20:02:40	50824/50824	---M--	200	added ('OK')	image/png	etag:CMe4nsnOjooDEAE=	https://images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/a84e99aa-5df7-4ec0-b3bb-beb28e399400/LA+Pentecostalism+Timeline.png	C:/My%20Web%20Sites/hello/images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/a84e99aa-5df7-4ec0-b3bb-beb28e399400/LA+Pentecostalism+Timeline.png	(from https://www.pentecostal.thelukedavis.com/history)
20:02:41	234003/234003	---M--	200	added ('OK')	image/png	etag:COKzrrfRjooDEAE=	https://images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/77ced4ab-0c79-406e-87f5-a472ecbbb974/Brazil_in_South_America_(-mini_map_-rivers).png	C:/My%20Web%20Sites/hello/images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/77ced4ab-0c79-406e-87f5-a472ecbbb974/Brazil_in_South_America_(-mini_map_-rivers).png	(from https://www.pentecostal.thelukedavis.com/history)
20:02:41	23683/23683	---M--	200	added ('OK')	image/jpeg	etag:CO7PpuTRjooDEAE=	https://images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/6e8fb2e7-7a5b-45c8-a854-3018bdbc34c7/Mexico_in_North_America_(-mini_map_-rivers).svg.jpg	C:/My%20Web%20Sites/hello/images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/6e8fb2e7-7a5b-45c8-a854-3018bdbc34c7/Mexico_in_North_America_(-mini_map_-rivers).svg.jpg	(from https://www.pentecostal.thelukedavis.com/history)
20:02:41	303780/303780	---M--	200	added ('OK')	image/png	etag:CNyy+5/RjooDEAE=	https://images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/76cad510-1552-4233-b42b-a939db823b7e/Chile_in_South_America.png	C:/My%20Web%20Sites/hello/images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/76cad510-1552-4233-b42b-a939db823b7e/Chile_in_South_America.png	(from https://www.pentecostal.thelukedavis.com/history)
20:02:41	554492/554492	---M--	200	added ('OK')	image/jpeg	etag:CNDA8oO50/gCEAE=	https://images.squarespace-cdn.com/content/v1/5ec321c2af33de48734cc929/5920f24a-7a42-4cc4-9994-db379cf87a73/20140301_Trade-151_0124-copy.jpg	C:/My%20Web%20Sites/hello/images.squarespace-cdn.com/content/v1/5ec321c2af33de48734cc929/5920f24a-7a42-4cc4-9994-db379cf87a73/20140301_Trade-151_0124-copy.jpg	(from https://www.pentecostal.thelukedavis.com/history)
20:02:42	513118/513118	---M--	200	added ('OK')	image/jpeg	etag:CI+C/tLdjooDEAE=	https://images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/1733336498810-ZY93BWV4ZHK397GQ0JBM/unsplash-image-8A20jyWomIo.jpg	C:/My%20Web%20Sites/hello/images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/1733336498810-ZY93BWV4ZHK397GQ0JBM/unsplash-image-8A20jyWomIo.jpg	(from https://www.pentecostal.thelukedavis.com/influence)
20:02:42	135937/135937	---M--	200	added ('OK')	image/png	etag:COX08IfjjooDEAE=	https://images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/ecce2585-8f88-42d5-8bec-7b17b53683cb/f722e87dc0966e14c68ca6b7c0527f0d-removebg-preview.png	C:/My%20Web%20Sites/hello/images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/ecce2585-8f88-42d5-8bec-7b17b53683cb/f722e87dc0966e14c68ca6b7c0527f0d-removebg-preview.png	(from https://www.pentecostal.thelukedavis.com/influence)
20:02:42	34513/34513	---M--	200	added ('OK')	image/jpeg	etag:CLHP3pvijooDEAE=	https://images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/6e003cbb-3215-453b-b231-432654824887/istockphoto-1094009722-612x612.jpg	C:/My%20Web%20Sites/hello/images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/6e003cbb-3215-453b-b231-432654824887/istockphoto-1094009722-612x612.jpg	(from https://www.pentecostal.thelukedavis.com/influence)
20:02:43	182631/182631	---M--	200	added ('OK')	image/png	etag:CO+04uTijooDEAE=	https://images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/76ccd14c-d2f9-46c2-af57-1131be07f449/015411e57bd62bf876311460da9c7110.png	C:/My%20Web%20Sites/hello/images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/76ccd14c-d2f9-46c2-af57-1131be07f449/015411e57bd62bf876311460da9c7110.png	(from https://www.pentecostal.thelukedavis.com/influence)
20:02:43	128754/128754	---M--	200	added ('OK')	image/jpeg	etag:CJra17a31fgCEAE=	https://images.squarespace-cdn.com/content/v1/5ec321c2af33de48734cc929/b501ce91-c834-4f50-b1ff-5064bb688549/image-asset+(6).jpeg	C:/My%20Web%20Sites/hello/images.squarespace-cdn.com/content/v1/5ec321c2af33de48734cc929/b501ce91-c834-4f50-b1ff-5064bb688549/image-asset+(6).jpg	(from https://www.pentecostal.thelukedavis.com/resources)
20:02:43	491240/491240	---M--	200	added ('OK')	image/jpeg	etag:CKyQ8e/djooDEAE=	https://images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/1733336559113-2D790X9SWXAB90HF96EO/unsplash-image-9T346Ij4kGk.jpg	C:/My%20Web%20Sites/hello/images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/1733336559113-2D790X9SWXAB90HF96EO/unsplash-image-9T346Ij4kGk.jpg	(from https://www.pentecostal.thelukedavis.com/theology)
20:02:44	279635/279635	---M--	200	added ('OK')	image/jpeg	etag:CPPcy6S/j4oDEAE=	https://images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/fb9ab4a0-4582-429d-a05d-d38d26984e4f/81TewkgDDNL.jpg	C:/My%20Web%20Sites/hello/images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/fb9ab4a0-4582-429d-a05d-d38d26984e4f/81TewkgDDNL.jpg	(from https://www.pentecostal.thelukedavis.com/resources)
20:02:44	63059/63059	---MC-	404	error ('Not%20Found')	text/html	etag:W/%22ac118ddb38a9a1f3719c443b83d3145b%22	https://www.pentecostal.thelukedavis.com/%22https://www.gordonconwell.edu/wp-content/uploads/sites/13/2019/04/2ChristianityinitsGlobalContext.pdf/%22>https://www.gordonconwell.edu/wp-content/uploads/sites/13/2019/04/2ChristianityinitsGlobalContext.pdf<//a>.<//p>%22,	C:/My%20Web%20Sites/hello/www.pentecostal.thelukedavis.com/_https_/www.gordonconwell.edu/wp-content/uploads/sites/13/2019/04/2ChristianityinitsGlobalContext.pdf/__https_/www.gordonconwell.edu/wp-content/uploads/sites/13/2019//p__,.49.delaye	(from https://www.pentecostal.thelukedavis.com/resources)
20:02:44	66855/66855	---M--	200	added ('OK')	image/jpeg	etag:CIS24LvAj4oDEAE=	https://images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/5cac6d66-a144-41b8-b8e9-ee46144a75c3/christianity-in-its-global-context-1970-2020.jpg	C:/My%20Web%20Sites/hello/images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/5cac6d66-a144-41b8-b8e9-ee46144a75c3/christianity-in-its-global-context-1970-2020.jpg	(from https://www.pentecostal.thelukedavis.com/resources)
20:02:44	7629/7629	---M--	200	added ('OK')	image/jpeg	etag:CN3S44nDj4oDEAE=	https://images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/f02bad2e-e549-4100-9c15-3a4eeb31b067/images.jpg	C:/My%20Web%20Sites/hello/images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/f02bad2e-e549-4100-9c15-3a4eeb31b067/images.jpg	(from https://www.pentecostal.thelukedavis.com/resources)
